id,gsi,academic,personal
5926,0.943396226,1.3,0.625
5927,0.169811321,1,0.75
5928,0.188679245,0.3,1.375
5929,1.188679245,1.8,1.75
5930,1.811320755,2.5,1.875
5932,0.188679245,0.4,1.375
5935,0.094339623,1.2,0.125
5936,0.358490566,1,0.5
5938,0.679245283,1.5,0.875
5942,0.962264151,2.6,0.875
5943,0.358490566,0.9,1.5
5944,1.019230769,0.6,1
5945,1.132075472,1.9,1.375
5946,0.320754717,1.8,1.75
5947,0.528301887,1.8,0.875
5948,0,0.7,0.375
5949,0.811320755,2.3,0.75
5950,0.377358491,0.3,1
5953,0.226415094,1.6,0.125
5955,0.811320755,0.5,0.25
5957,0.735849057,1.1,1.125
5961,0.538461538,1,1
5963,0.830188679,0.6,1
5964,0.283018868,1.4,0.875
5965,0.20754717,0.4,0.625
5973,0.849056604,0.4,1.375
5974,0.509433962,1.8,0.875
6013,1.905660377,3.3,2.75
6032,0.188679245,1.4,0.625
6044,0.867924528,2.2,1.25
6046,0.641509434,1.9,0.625
6094,0.981132075,1.9,1
6100,1.226415094,0.4,1.5
6104,0.245283019,1.1,0.875
6124,1.320754717,1.4,2
6125,1.377358491,1.4,0.75
6127,0.557692308,1.2,0.125
6135,1.452830189,1.2,2.25
6141,0.735849057,1,1.75
6142,1.269230769,1.1,2
6147,0.754716981,0.4,0.25
6148,0.283018868,1.7,0.25
6149,0.056603774,0.2,0.75
6150,0.471698113,0.1,0.875
6153,0.169811321,0.2,0.125
6154,1.773584906,1.3,1.625
6156,0.471698113,0.7,0.5
6157,0.905660377,0.9,0.875
6158,0.490566038,0.5,0.75
6160,0.547169811,1.4,1.625
6162,0.660377358,2.2,1.875
6163,0.528301887,1.3,0.25
6164,1.886792453,2.6,1.5
6165,0.735849057,1.7,1.5
6166,0.830188679,1.5,1.375
6168,0.411764706,0.6,0.75
6169,0.396226415,1.5,1
6171,1.745098039,2.1,2.375
6173,0.490566038,0.9,0.5
6174,1.018867925,1.1,1.75
6175,1.769230769,2.5,1.5
6176,2.358490566,1.3,2.875
6177,0.528301887,2.1,1.5
6178,1.58490566,1.9,1.625
6182,0.188679245,1,0.125
6388,0.169811321,0.8,0.25
6392,0.566037736,0.8,1.375
6396,0.433962264,1.1,0.125
6398,0.528301887,0.4,0.75
6401,0.037735849,1.3,0.5
6402,1.134615385,1.3,1.125
6404,1.471698113,1.2,2.125
6407,1.245283019,1,2.125
6408,0.377358491,0.5,1.375
6410,0.283018868,0.8,1.25
6411,0.150943396,1,0.125
6414,0.264150943,0.9,0.5
6416,0.943396226,1.5,1.625
6418,0.358490566,1.6,0.5
6420,0.830188679,2.2,0.875
6421,0.603773585,2.9,1
6423,1.867924528,2.7,1.75
6424,1.735849057,1.6,2.375
6426,0.41509434,1.4,2.125
6427,0.716981132,1.8,1.5
6429,1.666666667,2.8,1.625
6432,0.396226415,1,0.875
6436,0.509433962,1.8,0.5
6437,1.962264151,1.7,2.375
6468,0.607843137,2.6,2.125
6489,0.698113208,1.7,1.375
6490,1.528301887,3.1,2.25
6491,0.433962264,1.7,0.25
6492,1.980769231,1,1.75
6493,0.509433962,1.2,1.75
6494,0.377358491,1.3,1.125
6495,1.509433962,2.5,3
6496,0.754716981,1.3,1.375
6497,0.433962264,0.9,1.125
6498,1,2.4,2.25
6500,1.320754717,1,0.875
6501,1.283018868,2.6,0.875
6503,0.245283019,1.2,0.125
6512,1.377358491,2.1,2.375
6513,0.557692308,1.2,1.25
6515,0.396226415,1,0.625
6516,0.264150943,1.1,0.875
6518,0.509433962,0.8,1.625
6519,1.509433962,2.6,1.75
6520,0.307692308,1.6,1.25
6527,0.903846154,0.9,1.375
6529,1.566037736,1.7,1.625
6530,0.509433962,1,1.5
6531,1.134615385,1.4,2.125
6534,1.615384615,2.7,1.875
6535,1.113207547,0.5,0.125
6541,1.423076923,0.5,1.5
6542,0.811320755,1.4,1.875
6544,0.811320755,2,1.625
6547,0.326923077,0.5,0.625
6551,0.056603774,0.9,0.25
6552,1,1.3,2.375
6554,2,3.1,2.125
6556,1.557692308,2.6,2.125
6557,0.566037736,1.7,0.875
6558,1.679245283,2.8,1.5
6559,0.301886792,1,0.75
6560,1.528301887,2.4,2.625
6561,0.679245283,1.1,1.125
6562,1.222222222,1.9,1.5
6564,0.188679245,1.7,0.375
6565,0.403846154,1.4,1.125
6568,1.037735849,1,1.5
6569,1.41509434,1,0.875
6574,0.981132075,1.9,2.375
6577,0.490566038,0.1,0.875
6579,0.547169811,1.9,0.625
6580,0.245283019,2.4,0.375
6581,2.641509434,1.6,2.25
6583,0.679245283,1.7,1.125
6584,0.075471698,1.2,0.75
6585,1.867924528,2.9,1.5
6587,1.773584906,1.4,2.25
6588,1.188679245,2.3,0.875
6589,0.018867925,0.8,0.375
6593,0.641509434,1.6,0.75
6595,0.245283019,1.1,0.125
6596,0.41509434,1.4,0.5
6597,2.226415094,2.4,2.375
6599,2.018867925,1.8,2.125
6600,0.924528302,1.7,2.125
6602,0.20754717,0.6,1.125
6603,0.339622642,0.5,1.5
6604,0.346153846,2.8,0.75
6607,0.173076923,0.3,0.5
6609,1.320754717,2.2,3.5
6611,0.018867925,0.5,0.125
6612,0.905660377,2.3,0.75
6614,1.603773585,2.6,1.625
6615,1.905660377,3.4,2.625
6616,0.641509434,1.6,0.5
6617,0.188679245,2.3,0.875
6618,1.094339623,2.2,1.25
6619,0.849056604,3,1.375
6621,1.188679245,2.7,1.125
6622,0.490566038,1.8,0.875
6624,0.245283019,1,1.125
6627,0.226415094,0.9,0.375
6629,2.245283019,3.4,3.25
6632,0.773584906,1.2,1.375
6634,0.58490566,1.5,1.5
6635,1.396226415,1.4,1.5
6636,1.150943396,2.3,1.125
6639,1.169811321,2.3,1.5
6640,1.076923077,2.1,2
6798,0.58490566,0.7,0.75
6800,1.698113208,2.4,3.375
6804,0.528301887,1.5,1.375
6805,0.784313725,0.7,2.5
6806,1.41509434,3,2.125
6807,1.981132075,2.5,2.125
6811,1.471698113,2,1.75
6812,0.547169811,0.6,1.75
6814,0.811320755,2.3,1
6815,0.754716981,1.5,1.625
6816,1.566037736,2.5,2.75
6817,0.396226415,1.8,0.75
6820,1.622641509,2.5,2.25
6821,0.603773585,1.7,1.75
6824,0.905660377,1.3,0.875
6825,1.169811321,1.1,1.375
6826,1.169811321,1.3,2.75
6827,0.886792453,2.4,2
6828,2.037735849,0.5,2.625
6829,0.301886792,2,0.25
6831,1.20754717,2.1,1.125
6832,1.384615385,1.6,2
6833,1.056603774,2.9,1
6835,0.82,2,0.875
6836,0.942307692,2.4,2.125
6837,0.377358491,0.5,1.5
6840,1.094339623,2.3,1.625
6842,0.490566038,0.8,1.25
6843,1.075471698,1.3,1.25
6845,1.245283019,1.7,1.875
6846,0.018867925,0.5,0.125
6847,1.607843137,3.2,2.375
6849,0.509433962,0.7,0.875
6852,1.20754717,1.4,1.25
6853,0.576923077,1,0.375
6855,0.301886792,2.4,0.625
6857,0.20754717,0.5,0.5
6859,0.339622642,1.2,1
6860,1.433962264,1.2,2.625
6861,0.843137255,0.9,0.75
6863,0.452830189,0.5,1.5
6864,0.717391304,1.2,1.875
6865,0.716981132,1.7,1.25
6866,0.865384615,1,1.25
6867,0.301886792,0.1,0.375
6868,0.396226415,1.1,1
6870,0.320754717,1.5,0.875
6873,0.509433962,0.9,0.75
6876,2.773584906,3.9,3
6880,2.038461538,2,3.25
6881,0.490566038,1.8,1.5
6882,1.377358491,1.8,2
6884,0.3,0.1,0.75
6885,0.918367347,2.3,1.75
6886,1.846153846,3.3,1.5
6888,0.981132075,1.5,1.625
6891,0.377358491,1,0.875
6892,1.057692308,1.6,0.625
6893,1.264150943,1.2,1.375
6894,1.698113208,2,1.75
6895,1.981132075,2.9,2
6897,0.641509434,0.4,0.375
6898,0.452830189,0.2,0.375
6899,0.490566038,0.9,1.25
6904,1.269230769,1.9,3.125
6905,0.653846154,1.7,0.75
6906,1.660377358,1.7,2.375
6907,0.886792453,2.8,1.25
6909,0.283018868,0.8,1
6911,0.79245283,2.4,1.5
6913,0.622641509,1.2,1
6915,1.705882353,1.6,2.125
6916,1.622641509,2.3,1.875
6917,1.433962264,2,2
6919,1.716981132,3.5,2.375
6920,0.433962264,0.8,1.75
6921,2.452830189,3.6,2.375
6924,1.981132075,2.3,1.75
6926,0.283018868,1.8,0.875
6927,0.245283019,0.9,1
6928,0.396226415,1.6,1.125
6930,1.754716981,2.4,2.125
6932,0.576923077,0.4,0.75
6934,0.754716981,2,1.625
6935,1.056603774,2.3,1.75
6936,1.377358491,1.5,2.75
6937,2.150943396,3.7,2.375
6938,1.288461538,1,2.125
6939,1.735849057,1.7,2
6940,1.188679245,0.4,2.25
6941,0.283018868,1.5,0.875
6943,2.358490566,2.4,2.25
6947,0.788461538,0.7,1
6948,0.169811321,0.3,0.5
6949,0.269230769,0.7,1.25
6952,0.58490566,0.6,0.875
6953,0.698113208,0.6,2.125
6954,0.811320755,2.1,2
6957,0.679245283,0.6,1.625
6958,0.423076923,2.3,1.5
6959,0.480769231,1.6,1.25
6961,0.653846154,0.5,1.875
6962,0.867924528,1.2,0.625
6963,1.096153846,2.4,2.25
6966,1.254901961,1.3,1.75
6967,0.20754717,0.9,0.75
6969,0.566037736,0.3,1.625
6970,0.264150943,0.1,0.875
6971,0.283018868,1.2,1.625
6973,0.339622642,0.5,1.125
6977,2.547169811,1.7,2.625
6978,0.132075472,0.3,0.5
6979,0.924528302,1,1.375
6980,0.547169811,2.2,0.5
6981,1.037735849,1.5,1.125
6983,0.698113208,0.8,1.5
6984,1.235294118,1.5,2.625
6986,0.603773585,1.4,1.625
6987,1.056603774,2.4,1.375
6990,1.830188679,2.3,2.375
6991,1.25,3.5,2.375
6992,0.113207547,1.5,1
6993,2.132075472,2.3,2.625
6994,1.830188679,2.9,2.75
6995,1.320754717,3.7,2.125
6996,0.471698113,1.7,0.625
6997,0.245283019,0.7,0.75
6999,0.301886792,1.1,0.75
7000,1.018867925,1.1,1.875
7003,0.924528302,1.4,2.375
7004,0.211538462,1,0.625
7006,1.076923077,0.2,1.5
7009,0.20754717,0.7,0.625
7010,1.339622642,1.6,1.375
7012,0.150943396,0.5,0.375
7013,0.528301887,1.5,1.5
7014,0.849056604,2.6,0.875
7017,1.943396226,1.6,2.375
7019,0.433962264,0.2,1.625
7020,1.377358491,3.3,1.25
7021,0.056603774,0.4,0.5
7022,1.113207547,0.5,1.125
7023,0.188679245,1.9,0.75
7026,0.679245283,1,1.75
7027,0.480769231,1.2,0.625
7029,1.169811321,2.8,1.125
7031,0.41509434,1.5,1.25
7033,0.566037736,2.4,1.25
7035,0.641509434,1.4,0.75
7038,1.79245283,1.2,1.875
7039,1.320754717,2.9,1.625
7041,1.056603774,0.3,1.25
7043,0.169811321,1.7,0.25
7046,2.018867925,2.9,2.25
7047,0.283018868,0.6,1
7048,1.150943396,2,1.625
7195,0.20754717,1,1.375
7198,0.541666667,1.2,1.125
7199,0.169811321,0.1,0.625
7201,0.679245283,1.2,0.25
7203,0.452830189,1.7,1.25
7204,2.339622642,3.5,2.5
7206,1,1.5,1.125
7212,0.471698113,1.6,0.875
7213,0.20754717,0.2,0.625
7216,1.1,2.7,1.25
7218,0.981132075,1.7,1.25
7219,0.716981132,1.3,1.125
7221,0.377358491,0.8,0.625
7225,0.698113208,0.9,1.75
7226,0.150943396,0.5,0.125
7228,1.79245283,2.3,3.375
7229,0.886792453,1.4,1.125
7233,1.150943396,2,3.125
7235,0.603773585,0.5,1.125
7237,0.452830189,0.4,1
7239,0.660377358,1.8,0.75
7241,0.20754717,1.5,1.375
7243,1.018867925,1.7,1.125
7244,2.4,1.3,2.75
7245,1.698113208,1.7,2
7247,0.903846154,0.2,1.5
7250,1.358490566,0.7,2
7252,0.679245283,0.6,1.5
7253,0.924528302,3.2,1.5
7254,0.901960784,2.4,2.25
7255,1.150943396,2.9,1.625
7256,1.830188679,3.5,3.125
7259,1.58490566,3.6,2
7262,0.849056604,1.8,1.375
7264,2.528301887,2.8,3
7266,0.641509434,1.2,1
7267,0.716981132,0.5,1.875
7271,0.326923077,0.4,0.75
7273,0.301886792,2.3,0.125
7274,0.660377358,2.2,1.375
7275,0.735849057,1.2,1.125
7280,0.924528302,2.9,1.25
7282,0.461538462,2.4,1.25
7283,1.113207547,3.1,1.375
7285,0.653846154,0.5,1
7286,2.26,1.1,2.5
7287,0.961538462,2.6,1.5
7288,0.568627451,0.4,1.25
7290,0.528301887,0.9,1.125
7292,0,0.4,0.125
7296,0.113207547,1.3,1.125
7301,1.942307692,3,3
7304,0.849056604,0.7,1.5
7305,1.283018868,2.2,2.75
7306,0.867924528,0.9,1.125
7307,0.698113208,1.1,1.25
7311,0.865384615,0.5,1.625
7312,1.301886792,1.9,0.625
7313,0.358490566,1.6,1.375
7315,0.245283019,0.8,0.5
7316,0.245283019,2.1,0.75
7318,0.923076923,1.2,0.5
7319,0.849056604,1.5,1.875
7320,1.150943396,2.1,1.25
7321,0.301886792,0.8,1.375
7322,0.769230769,1.8,2.125
7323,0.547169811,1.4,1
7325,0.339622642,1.3,0.5
7326,0.471698113,0.7,0.75
7332,0.490566038,1.1,1.5
7334,1.264150943,1.2,1.125
7335,1.018867925,1.8,1.75
7337,0.981132075,2.1,1.875
7338,1.433962264,1.2,2.625
7341,0.622641509,1.2,1.5
7342,1.169811321,1.1,0.75
7344,0.471698113,2.4,0.5
7345,0.320754717,0.4,0.375
7347,1.433962264,3.1,2.125
7348,0.735849057,1.4,1.5
7349,0.075471698,0.2,0.25
7350,1.326923077,1.4,2
7351,1.41509434,2.2,2
7353,0.867924528,1.7,1.875
7354,0.673076923,1.9,1.125
7361,0.056603774,1.7,0.125
7362,0.094339623,0.7,0.875
7365,2.375,2.9,2.125
7366,1.056603774,1.7,1.25
7367,0.547169811,2.1,0.375
7368,0.226415094,0.4,1.125
7369,1.156862745,2.9,2.625
7370,1.226415094,2.1,1.375
7371,2.452830189,2,2.125
7379,1.150943396,2,1.875
7381,1.169811321,2.7,2.375
7382,1.339622642,2.9,2.125
7385,1.509433962,1.8,2.25
7387,1.150943396,3.1,2
7388,2.358490566,3.1,2.875
7392,1.115384615,1.8,2
7393,0.849056604,2.3,1.625
7394,0.471698113,0.3,0.625
7396,0.867924528,1.9,1.5
7397,0.679245283,1.5,0.75
7398,1.094339623,1.6,1.5
7399,0.547169811,2.5,1.125
7402,0.490566038,1.2,0.625
7403,2.58490566,3.5,2.625
7404,0.830188679,1.8,1.375
7405,0.461538462,1.4,0.875
7407,2.615384615,3.1,3.25
7412,0.509433962,1.5,1.5
7413,1.134615385,3.1,3
7415,0.320754717,1,0.5
7416,0.830188679,1.7,1.125
7417,1.509433962,0.9,1.75
7418,0.698113208,0.6,0.375
7419,0.716981132,2.2,1.75
7420,0.754716981,3.3,1.75
7424,1.490566038,1.4,1.375
7425,0.673076923,1.3,0.875
7426,0.452830189,0.7,0.75
7428,0.660377358,1.8,1.5
7429,0.634615385,1,1.125
7431,0.660377358,2.1,1
7432,0.264150943,0.8,1
9306,0.509803922,1.8,1.375
9308,0.58490566,0.6,2.25
9311,0.886792453,3.5,1.375
9313,0.264150943,2.3,0.625
9317,1.490196078,1,2.375
9321,1.76,2.5,1.25
9322,1.113207547,1.6,2.375
9324,2.307692308,2.5,2
9326,1.660377358,2.8,1.625
9327,2.037735849,2.2,2.25
9330,2.452830189,2.5,2.5
9332,1.150943396,3.4,2.375
9337,1.603773585,3,2.375
9338,0.58490566,2.2,1
9341,0.557692308,1.1,1.5
9349,1.075471698,1.3,1.125
9355,0.403846154,0.4,0.5
9357,0.547169811,0.7,1.25
9359,0.538461538,1.1,1.125
9361,1.288461538,2.2,2
9363,0.943396226,1.4,1.75
9364,1.320754717,0.8,1.75
9366,0.79245283,1,0.125
9368,0.264150943,0.8,0.25
9370,1.132075472,1.8,1.5
9371,0.981132075,2.8,1.5
9372,0.679245283,1.7,2.25
9374,0.924528302,1.7,1.25
9375,1.384615385,2,1.25
9376,0.471698113,1.9,1.25
9378,0.528301887,2.8,2
9380,2.509433962,3.6,3.625
9381,0.679245283,0.8,0.375
9384,0.188679245,0.9,0.125
9388,1.396226415,3.4,2.375
9389,0.754716981,0.9,0.875
9390,0.471698113,1.5,1.125
9392,0.377358491,2.3,2
9394,2,2.1,1.5
9395,1.634615385,2.1,1.625
9396,3.076923077,3.6,2.75
9397,0.509433962,0.9,1.375
9399,2.490566038,2.5,1
9400,0.320754717,1.5,0.875
9401,0.411764706,2.1,0.25
9402,0.622641509,1.6,1.125
9403,1.943396226,3.4,2.75
9406,0.333333333,1.3,1.5
9407,1.547169811,1.9,2.5
9409,0.673076923,1.6,0.875
9410,0.490566038,2.8,1.625
9411,1.452830189,1.5,1.625
9412,1.096153846,1.6,1.5
9413,0.169811321,1.2,0.625
9514,1.320754717,2.9,1.25
9517,1.509433962,2.7,1.875
9518,1.358490566,2.6,1.125
9521,0.698113208,2.1,1.375
9522,0.339622642,2.1,1.5
9525,0.245283019,0.4,0.375
9527,0.301886792,0.9,0.375
9533,1.58490566,2.2,1.875
9536,0.79245283,1.2,1.625
9551,1.150943396,2,1.75
9553,1.056603774,2.1,1.625
9554,1.962264151,1,1.375
9557,1.188679245,1.4,0.875
9560,1.396226415,1.8,1.625
9565,1.018867925,1.7,1.875
9566,1.283018868,2.8,2.125
9568,0.960784314,2,1.625
9569,0.075471698,0.6,0.25
9573,1.188679245,1.2,1.375
9574,0.396226415,1.3,1.375
9575,2.884615385,2.2,2.875
9576,1.12,1.5,1.25
9587,0.905660377,1.3,2.25
9591,2.461538462,3.1,3.625
9593,1.113207547,2.1,2.125
9596,0.943396226,1.8,2
9601,0.943396226,1.9,1.5
9603,1.528301887,1.9,2.25
9607,0.188679245,1.5,0.25
9609,0.423076923,1,0.375
9610,0.396226415,1.1,1
9613,1.471698113,1.3,2.25
9615,0.924528302,0.9,1.25
9616,1.20754717,3.3,2.25
9619,0.20754717,0.8,0.5
9620,1.660377358,3.1,0.875
9623,0.301886792,0.9,0.625
9626,1.865384615,1.6,2.875
9628,0.596153846,2.8,1.125
9633,0.41509434,1.8,0.625
9634,0.20754717,1.7,0.875
9635,0.471698113,1.3,0.5
9643,0.471698113,2,0.875
9644,0.150943396,1,0.125
9653,0.490566038,1.2,1.25
9655,1.056603774,2.7,1.125
9656,0.769230769,2.1,1.875
9657,0,0.3,0.25
9658,1.692307692,2.4,2
9659,0.867924528,2.2,1.5
9660,0.641509434,0.5,0.5
9666,0.113207547,1,0.25
9672,0.811320755,1.2,1.5
9674,1.169811321,2.2,1.875
9675,0.905660377,3.3,1.625
9679,1,1.1,2.125
9822,0.807692308,1.1,0.625
9824,2.235294118,0.2,2.75
9828,2.384615385,2.4,3.375
9830,0.396226415,0.3,0.25
9831,1.41509434,3.4,1.375
9832,0.58490566,1.3,0.5
9833,0.509433962,1.2,2.375
9834,0.773584906,3,2.25
9836,0.461538462,1.7,0.5
9837,1.288461538,1.6,1.75
9839,0.62745098,1.4,1.625
9842,0.886792453,3.1,1.125
9991,0.358490566,1.1,0.5
9993,1.603773585,2,2.25
9994,0.41509434,2.4,0.75
9997,1.528301887,2.3,1.5
9998,0.603773585,2.2,0.875
9999,1.057692308,2.7,1.625
10006,1.037735849,1.9,2.25
10007,0.094339623,2.2,1.375
10010,0.490566038,2.4,1.5
10011,0.811320755,1.7,1.75
10012,0.094339623,1,0.125
10013,0.377358491,1.4,0.25
10015,0.711538462,1.6,0.75
10020,0.094339623,1,0.75
10024,0.075471698,2.8,1
10025,0.20754717,1.8,1
10027,0.9,2.9,2.25
10031,0.169811321,2,0.125
10033,0.358490566,1.1,0.625
10034,0.396226415,1.8,0.125
10037,1.452830189,1.2,2.5
10040,0.75,2,2.75
10042,1.830188679,2.5,1.625
10043,1.396226415,1.3,2
10046,0.384615385,0.8,1.125
10047,0.169811321,0.7,0.375
10052,0.557692308,1.3,0.375
10054,1.264150943,3.4,2.75
10055,1.113207547,1.2,2.5
10056,1.196078431,2,2.375
10076,1.603773585,2.2,1.125
10079,1.019230769,2.6,1
10080,0.377358491,1.6,0.875
10085,1.452830189,2.2,2
10090,1.452830189,2.1,1.375
10093,1.264150943,2,0.875
10097,0.698113208,1.1,1.75
10099,0.226415094,0.1,1
10123,0.423076923,0.7,0.75
10211,0.622641509,1.2,1
10244,0.037735849,1.2,0.25
10256,0.811320755,0.3,2
10414,0.698113208,1.4,1.375
10416,0.773584906,2.1,1.25
10434,0.226415094,0.2,0.375
10435,0.20754717,0.3,1
10436,0.192307692,0.3,0.875
10441,1.480769231,2.5,2.5
10442,0.867924528,2.2,0.625
10443,1,0.7,1.75
10444,1.377358491,1.3,1.375
10446,0.754716981,0.5,1.625
10454,1.283018868,3.5,1.375
10455,2.173076923,2.7,2.625
10457,0.094339623,0.3,1.25
10458,1.849056604,3,1.875
10460,1.058823529,1,1.125
10461,0.5,1,1.375
10462,1.519230769,2.2,1
10463,1.716981132,0.7,1.625
10475,1.339622642,0.7,1.375
10476,1.094339623,1.9,1.375
10477,0.377358491,1.4,0.75
10480,0.79245283,0.6,2.5
10481,2.320754717,3.2,3
10482,1.788461538,2.3,1.5
10483,0.20754717,0.5,0.75
10484,0.660377358,1.3,1
10486,1.150943396,2.6,1.125
10489,1.867924528,3.3,2.875
10492,2.641509434,2.9,2.875
10493,0.905660377,0.9,1
10497,0.41509434,0.5,0.5
10498,0.433962264,2.6,0.625
10499,0.641509434,1.3,1.5
10501,1.849056604,2.9,2.375
10502,0.433962264,0.6,0.75
10503,1.547169811,2.2,2
10505,0.647058824,0.4,1.25
10506,1.698113208,2.1,2.125
10507,1.176470588,1.1,1.875
10508,0.79245283,1.9,1.625
10509,0.20754717,1.5,0.875
10510,0.226415094,1.5,0.25
10511,1.396226415,1,1.875
10512,1.471698113,1.4,1.5
10513,1.490566038,3,1.75
10514,1.754716981,2.2,2.125
10515,0.531914894,2.3,0.875
10516,0.320754717,0.8,0.25
10517,1.528301887,1.7,2
10518,0.641509434,1.8,0.875
10519,0.41509434,0.5,1.375
10520,2.339622642,2,2.375
10521,0.057692308,0.7,0.375
10522,0.132075472,1.1,1.375
10524,1.538461538,1.8,2.125
10525,0.396226415,1.7,1.5
10527,1.264150943,2.7,0.875
10533,0.962264151,1.5,1.25
10538,1.230769231,3.1,2.875
10562,0.641509434,1.9,2.125
10593,1.339622642,1.1,1.375
10595,1.377358491,0.5,2
10596,1.235294118,1.7,1.75
10624,1.773584906,2.3,2.375
10625,0.018867925,1.1,0.125
10662,1.132075472,0.1,0.875
11164,0.245283019,1.8,0.625
11165,1.264150943,1.8,2
11166,1.538461538,1,0.875
11167,1.137254902,1.3,2.25
11168,1.754716981,2.3,2.125
11169,0.849056604,0.9,2.25
11170,0.788461538,1.7,2.125
11171,1.679245283,3.5,2.625
11172,0.886792453,1.2,0.875
11173,2.094339623,0.3,2.125
11175,0.188679245,1.3,0.375
11176,1.115384615,2.1,1.625
11177,2,2.8,2.75
11178,1.320754717,1.1,2.75
11180,0.905660377,3.5,1.75
11181,2.882352941,3.1,3.25
11182,0.716981132,1.1,1.625
11571,0.150943396,0.3,0.125
11574,2.339622642,2.9,3.375
11576,0.188679245,0.2,0.75
11578,0.433962264,1,1.75
11580,0.75,2.7,3.25
11581,0.339622642,0.5,0.75
11602,0.075471698,0.4,1
11604,0.58490566,1.2,0.25
11605,0.134615385,1.1,1.5
11606,2.188679245,3,2.25
11608,0.698113208,1.1,1
11613,0.396226415,1.8,0.625
11614,0.433962264,1.9,1.25
11616,1.698113208,3.1,1.625
11617,0.41509434,1.8,1
11627,0.735849057,2.2,1.375
11629,1.358490566,2.6,1
11633,0.339622642,0.6,0.5
11634,0.867924528,2.6,1
11635,0.538461538,0.5,1.25
11637,0.641509434,1.1,0.875
11667,1.056603774,2.7,2
11668,0.396226415,1.7,1
11669,2,1.3,1.25
11670,3.358490566,1.3,2.375
11671,0.962264151,1.2,2
11672,1.153846154,1.4,0.25
11673,2.226415094,3.2,2.75
11674,0.634615385,1.4,1.875
11675,1.150943396,2.2,2.5
11676,1.566037736,2,1.25
11677,1.490566038,0.9,1.875
11678,1.547169811,2.1,1.5
11679,0.905660377,2.1,1.625
11680,1.301886792,2.2,1.5
11684,0.301886792,0.6,1
11685,1.132075472,0.9,2
11687,0.519230769,1.9,1.375
11689,0.867924528,3.1,0.875
11691,1.226415094,3,3
11694,0.641509434,1,0.5
12234,0.679245283,2.1,0.625
12236,1,1.5,1.75
12237,2.113207547,2,2.75
12238,0.538461538,1.6,1.125
12243,0.169811321,1.4,1.25
12247,0.698113208,2.4,1.125
12249,1.075471698,1,1.5
12250,1.679245283,3.3,2.25
12251,1.58490566,3.2,1.25
12253,1.79245283,3.2,1.5
12256,0.264150943,0.3,0.5
12258,0.509433962,1.5,0.875
12259,1.679245283,2.3,2.5
12261,0.169811321,1.3,0.375
12263,1.365384615,1.3,2.25
12264,0.31372549,1.9,0.375
12265,0.307692308,1.1,0.5
12266,1.169811321,2.4,2
12267,0.58490566,1.6,1.5
12268,1.075471698,2.5,0.875
12271,0.698113208,2.2,1.25
12274,2.019230769,3.1,2.625
12275,0.377358491,0.8,1.25
12306,0.056603774,0.6,0.375
12311,0.384615385,1.1,1.75
12312,1.358490566,2.3,1.5
12313,0,0.2,0.25
12315,0.79245283,3.1,1
12318,1.607843137,2.2,1.375
12319,0.41509434,0.4,0.75
12322,1.132075472,1.8,1.5
12326,1.660377358,1.3,2
12327,1.716981132,2.9,2.125
12328,0.596153846,0.5,1.5
12329,0.094339623,0.9,0.375
12330,0.528301887,1.6,1.125
12332,0.980769231,1.2,1.375
12334,0.79245283,1.6,1.125
12335,0.226415094,0.1,0.375
12336,0.358490566,0.9,1.5
12337,0.442307692,1.3,0.875
12338,0.811320755,0.9,1.125
12339,0.698113208,1,0.625
12341,0.196078431,0.4,0.875
12343,0.283018868,0.7,0.375
12345,0.716981132,1.1,1.75
12346,0.365384615,0.3,0.125
12347,1.547169811,1.3,1.625
12349,0.653846154,1.4,2
12351,1.226415094,1.4,1.5
12352,0.264150943,0.3,0.25
12353,0.264150943,0.7,0.375
12354,1.094339623,1.1,1.875
12355,0.811320755,2.2,1.5
12357,0.132075472,0.4,0.75
12359,0.113207547,0.5,0.125
12360,0.981132075,0.7,1.125
12361,0.538461538,2.6,0.875
12363,1.41509434,1.3,1.75
12364,1.830188679,0.8,1.375
12367,0.339622642,1.2,0.5
12368,1.226415094,1.1,1.75
12369,2.905660377,3.8,2.75
12370,0.41509434,0.2,0.375
12372,1.037735849,0.4,1
12375,0.20754717,0.3,0.375
12376,1.924528302,2.6,2.875
12377,0.490196078,1.9,0.75
12379,0.58490566,0.9,1
12380,0.188679245,0.1,0.25
12382,1.037735849,2.5,1
12383,0.905660377,2.4,1.125
12385,0.150943396,0.5,0.125
12386,0.641509434,0.3,0.375
12390,1.811320755,2.7,1.875
12391,2.037735849,1.5,2.25
12392,2.339622642,3.5,2.5
12393,1.679245283,1.4,2.375
12399,2.339622642,2.2,2.875
12400,1.98,0.6,2
12402,1.452830189,1.8,1.5
12404,2.807692308,1.7,3.25
12407,2.169811321,2,2
12408,0.886792453,1.7,1.375
12409,0.867924528,1.3,0.875
12410,2.471698113,1.2,2.875
12411,1.576923077,2.4,2
12412,1.58490566,1.8,1.125
12414,1.037735849,0.9,1.375
12421,0.188679245,0.7,1.25
12422,1.113207547,1.5,1
12423,0.396226415,0.9,0.625
12424,1.452830189,3.6,2
12426,1.326923077,1.9,1.625
12427,0.528301887,0.8,1.25
12429,1.115384615,2.9,1.25
12431,1.924528302,0.9,1.5
12432,1.358490566,0.7,1.375
12434,0.358490566,0.3,0.25
12435,0.924528302,0.7,2
12436,0.884615385,1.9,1.25
