id,gsi,academic,personal
4863,1.452830189,3.6,1.5
4866,1.924528302,1.7,2.75
4867,1.264150943,0.7,2.5
4870,0.326923077,1,0.5
4871,1.79245283,2.3,3
4872,0.056603774,0.6,0.875
4873,1.433962264,2.6,1.5
4874,1.078431373,1.8,1.25
4875,0.509433962,2.2,0.875
4877,0.150943396,1.5,0.5
4880,1.660377358,2.1,2.5
4884,1.215686275,2.6,1.75
4886,2.458333333,3.1,3.125
4891,0.188679245,0.1,1.5
4892,1.377358491,3.1,0.875
4896,0.679245283,1.5,0.875
4898,0.365384615,0.3,0.5
4903,0.471698113,2.1,1.375
4905,0.943396226,1.3,1.25
4906,1.886792453,2,3.25
4908,0.301886792,1.4,1.125
4911,1.622641509,1.5,1.875
4913,0.698113208,2.7,0.75
4914,0.58490566,2.2,1.25
4915,1.269230769,1.2,2.5
4917,1.211538462,2.9,1.875
4918,0.641509434,1,1.375
4919,0.698113208,2.3,0.75
4920,1.037735849,2.2,2.25
4921,0.41509434,1.3,1.625
4922,0.903846154,0.8,1.75
4924,1.358490566,1.6,1.625
4926,0.254901961,0.8,1.25
4929,0,0.6,0.5
4930,0.923076923,1.5,1.75
4935,0.603773585,1,1.25
4936,0.301886792,0.8,1.125
4938,0.754716981,2,1.125
4939,2.452830189,2.3,1.875
4940,1.264150943,1.8,0.875
4946,1.339622642,2.1,1.375
4948,0.659574468,0.2,0.875
4949,1.056603774,2.4,1.625
4950,1.018867925,1.8,1.5
4951,0.471698113,0.4,1.5
4952,0.557692308,3.3,1.625
4953,0.641509434,2,1.375
4955,0.830188679,2.5,1
4956,1.653846154,1.9,3.125
4957,1.433962264,1.4,1
4958,1,1.3,1.5
4960,0.865384615,1.5,1.875
4961,1.84,3.6,2.625
4962,1.075471698,3.2,1.125
4967,1.038461538,3,2.5
4968,0.226415094,0.7,1.25
4969,1.113207547,0.5,1.125
4971,0.830188679,1.7,2
4973,1.018867925,2.3,0.875
4974,0.169811321,1.2,0.5
4975,0.566037736,2.8,1.25
4976,0.113207547,1.2,0.125
4977,1.169811321,2.5,0.875
5007,0.981132075,1.7,1.625
5008,1.377358491,1.6,1
5009,1.452830189,2.1,1.75
5036,1.75,1.4,1.375
5040,1.698113208,3.2,2.125
5063,1.037735849,1.1,0.625
5064,1.41509434,3.1,2.25
5065,0.226415094,1.4,0.625
5067,0.679245283,1.9,1.5
5068,1.075471698,0.6,1
5069,0.226415094,1.7,0.625
5070,0.188679245,0.8,0.375
5074,1.509433962,1.2,1.75
5080,2.173076923,3.2,2.375
5081,0.41509434,0.7,1.75
5082,1.25,2.3,1.625
5084,2.283018868,3.8,3.125
5086,0.365384615,2,0.625
5088,0.056603774,0.5,0.5
5089,2.735849057,3.2,2.875
5092,1.169811321,1.7,2.5
5093,1.192307692,1,0.75
5095,0.679245283,1.8,1.25
5096,0.188679245,0.4,0.125
5097,0.576923077,1,0.625
5099,2.018867925,3.3,2
5100,0.235294118,0.4,0.25
5101,0.660377358,2.4,2.125
5102,0.924528302,1.3,0.625
5103,0.132075472,0.2,0.25
5104,2.264150943,3.6,2.125
5105,0.849056604,2.4,1.625
5107,1.018867925,2.1,0.75
5108,0.698113208,1.5,0.625
5111,1.867924528,2.7,2.75
5126,0.078431373,0.6,0.5
5128,0.433962264,1.4,1.125
5129,0.358490566,2,1.875
5132,1.754716981,1.1,2.5
5133,0.283018868,1,1.5
5134,0.962264151,2,1.125
5136,2.461538462,1.6,4
5137,0.094339623,0.9,0.125
5138,0.735849057,1.7,2.25
5182,0.433962264,0.6,0.75
5184,0.846153846,1.4,2.25
5189,0.037735849,0.2,0.5
5191,1.358490566,1.3,2.625
5193,0.641509434,1.4,0.875
5194,1.698113208,2.6,1.5
5195,0.433962264,1.3,0.875
5197,1.557692308,1.6,1.75
5201,1.173076923,2.6,1.5
5207,0.169811321,2.3,0.25
5209,1.056603774,2.8,0.625
5212,0.490566038,1.5,0.625
5213,0.943396226,2.7,2.75
5215,0.320754717,1.8,1
5221,0.245283019,1.1,1.375
5228,1.943396226,3.3,2.25
5233,0.188679245,1.3,0.75
5238,0.79245283,1.6,0.25
5240,1.41509434,1.3,0.625
5247,2.923076923,3,2.375
5249,0.79245283,2.2,2
5252,1.20754717,1.9,1.5
5253,1.339622642,2.2,3
5259,1.557692308,1.8,2.875
5262,0.188679245,1.4,0.5
5267,0.811320755,2.3,2
5268,1.320754717,1.7,1.625
5270,0.962264151,0.4,0.875
5286,0.673076923,2.6,1.5
5287,2.056603774,2.1,1.75
5294,1,1.7,2.375
5302,1.226415094,1.8,0.75
5304,1.679245283,2.9,1.5
5314,0.226415094,1.5,1
5316,0.283018868,1.1,1.125
5320,0.79245283,1.4,2.125
5326,0.981132075,1.3,2.375
5331,0.283018868,0.7,1.25
5348,1.547169811,3.3,3.125
5349,0.679245283,0.8,1.125
5531,0,0.6,0.125
5532,1.226415094,1,0.75
5534,2.117647059,3.2,3.375
5535,1.622641509,3,2.625
5539,0.377358491,1.4,1.5
5540,2.339622642,2.3,3.625
5543,1.396226415,1.6,2.375
5545,0.433962264,2,1.625
5546,0.566037736,1.1,1.125
5551,2.301886792,2.3,3.25
5554,0.924528302,2.3,1.25
5558,1.923076923,1.2,3.5
5559,0.68,1.6,2.5
5564,1.480769231,2.7,1.375
5566,0.849056604,3.1,0.875
5567,0.264150943,1.6,1.25
5568,0.679245283,2.8,1.75
5569,1.490566038,2,2.5
5571,2,2.1,3
5574,1.134615385,1.8,1.5
5575,0.31372549,0.5,0.75
5577,2.169811321,3.8,2.75
5579,0.679245283,2.5,0.875
5583,2.320754717,3.4,2.625
5584,0.769230769,1.7,1.125
5585,0.226415094,0.7,0.5
5589,1.735849057,2.3,2.625
5592,0.981132075,1.7,1.875
5593,0.245283019,0.6,0.375
5596,1,2.1,2.25
5598,1.20754717,3.2,2.25
5599,1.673469388,2.7,1.875
5600,0.811320755,1.2,2
5601,1.423076923,2.4,1.625
5602,0.96,1.7,0.5
5605,1.346153846,2.3,2
5606,0.622641509,1.7,0.5
5609,0.730769231,2.4,2.125
5611,0.094339623,0.6,0.125
5614,0.320754717,0.5,1
5615,2.215686275,2.1,1.75
5617,1.5,1.2,2.75
5618,0.943396226,1.3,0.625
5619,0.150943396,2.1,0.875
5620,0.905660377,3.1,1.75
5623,0.20754717,1.4,1.5
5626,0.169811321,0.8,0.375
5627,0.283018868,1,1.25
5628,0.471698113,3.4,2.25
5630,0.905660377,2.1,1.25
5631,0.301886792,0.9,1.625
5632,0.396226415,0.8,0.125
5637,0.384615385,0.7,0.625
5638,1.377358491,2.3,2.625
5640,0.943396226,2,0.375
5643,1.16,0.5,1.625
5645,0.660377358,2.2,1.125
5646,0,0.7,0.375
5647,0.830188679,0.7,1.125
5648,0.320754717,1.3,1.125
5649,0.264150943,0.5,0.5
5650,1.79245283,2.9,2.625
5651,0.056603774,0.3,0.375
5652,0.41509434,1.8,1.25
5661,1.269230769,2.3,2.25
5663,1.283018868,1.3,1.875
5664,0.79245283,1.9,1.75
5665,0.433962264,1.7,1.625
5668,1.132075472,3.2,1.625
5671,1.423076923,2.6,2.25
5672,1.134615385,2.8,2
5674,2.037735849,3.7,3.25
5675,1.288461538,1.6,2.875
5681,0.41509434,2.2,2.5
5684,0.226415094,0.4,0.375
5685,1.358490566,2.8,2.625
5687,1.591836735,2.9,2
5688,1.056603774,1.5,2.625
5689,0.811320755,2.2,0.875
5692,1.153846154,1.3,0.5
5694,1.113207547,2.2,2.625
5695,0.962264151,2.2,1.75
5697,1.79245283,1.7,1.25
5698,0.980769231,1.8,1.25
5706,0.962264151,3,2.5
5709,0.264150943,0.8,0.125
5711,0.358490566,1.1,2.125
5712,0.150943396,0.4,1.125
5713,1.396226415,2.8,2.625
5714,0.115384615,0.6,0.625
5715,0.716981132,2.4,1.375
5716,0.396226415,0.8,1
5717,0.716981132,1.2,0.875
5722,0.509433962,0.8,1
5723,1.056603774,0.5,1.625
5729,1.134615385,1.9,1.75
5731,0.226415094,1.8,2.375
5732,1.150943396,3.4,3.625
5733,0.58490566,2,0.625
5734,1,0.7,0.75
5736,1.461538462,2.1,2.5
5738,1.79245283,1.6,2.375
5742,1.075471698,2,2.875
5744,0.716981132,1.6,1.75
5745,1.192307692,2.4,0.75
5746,1.056603774,1.7,1.625
5748,1.41509434,2.7,2.75
5797,1.358490566,2.3,1.875
5800,1.301886792,1.3,0.625
5802,0.8,0.9,0.625
5803,1,2.9,1.375
5805,0.226415094,2.3,2.25
5806,1.018867925,2.5,1.125
5808,1.264150943,2.3,2.5
5809,0.20754717,0.7,0.375
5810,0.365384615,1.5,0.625
5811,0.903846154,1.6,1
5812,0.981132075,1.9,0.625
5813,0.188679245,1.4,0.875
5816,1.773584906,2.2,1.625
5817,2.037735849,3.3,1.875
5818,0.396226415,2,0.625
5820,1.557692308,1.7,3.375
5821,0.339622642,1.8,0.25
5822,0.75,2.5,1
5823,1.339622642,2.3,1.625
5824,1.660377358,1.1,1.25
5825,1.320754717,0.7,1.125
5826,0.169811321,0.5,1.375
5827,0.169811321,0.4,0.625
5829,2.576923077,1.4,3.5
5830,0.830188679,1.9,1.5
5849,0.41509434,0.8,1
5885,1.264150943,1.3,1.125
5886,1.096153846,2,1.75
5890,1.113207547,1.2,1.375
5892,0.384615385,1,0.5
5893,0.20754717,1.3,0.625
5895,1,2.5,1.25
5896,0.849056604,2.5,1
5919,1.924528302,2.8,2.25
5920,0.226415094,1.3,0.375
5921,0.773584906,1.7,0.75
5923,1.301886792,1.4,1
5924,0.377358491,1.4,0.75
